HITId,WorkerId,WorkTimeInSeconds,key,english,hindi,rating
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2URMYFRQM2WHN,150,image,A white bird with a yellow beak is standing.,மஞ்சள் நிற மூக்கு கொண்ட வெண்மை நிற கோழிக்குஞ்சு,3
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2URMYFRQM2WHN,150,image,A woman lies does in a bed fully clothed.,தனது பாக்கெட்டுக்குள் ஏதேனும் ஒன்றை வைத்திருக்கும் மனநிலையில் படுக்கைக்குச் செல்கிறார்.,3
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2URMYFRQM2WHN,150,gif,a man is performing a song into a microphone,அவர் நல்ல மற்றும் அழகான பாடுகிறார்,3
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2URMYFRQM2WHN,150,image,A man with his arm raised stands over a flipped  table.,வீட்டின் வரவேற்பறையில் ஒரு பெண்ணின் அருகில் நின்று கொண்டு ஆண் ஒருவர் கைகளை உயர்த்தி கூச்சலிடுகிறார்.,4
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2URMYFRQM2WHN,150,gif,a man is laying on a bed with white sheets.,ஒரு ஆண் படுக்கையில் உறங்கி கொண்டு இருக்கிறான்,3
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2URMYFRQM2WHN,150,gif,a woman is holding her chin in her hand and smiling.,பெண் புன்னகையுடன் அழகாக இருக்கிறாள்,3
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2URMYFRQM2WHN,150,image,A woman with a black beanie is holding a red cup.,ஒரு பெண் தன் தலையில் கருப்பு தொப்பி அணிந்துகொண்டு மற்றும் தலையை குனிந்தவண்ணம் சிரிக்கிறாள்,3
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2URMYFRQM2WHN,150,image,A woman makes a gesture in front of a group of other women.,மேடை செயல்திறன் மற்றும் மதிப்பீட்டு பெண்,2
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2URMYFRQM2WHN,150,gif,a man is unbuttoning his shirt and looking straight ahead,ஒருவன் சட்டையை கழற்றிக் கொண்டு இருக்கிறான்,4
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2URMYFRQM2WHN,150,image,A dark haired man and woman embrace each near a window.,வெள்ளை நிற சுவரின் பின்னணியில் ஆண் ஒருவர் பெண்ணை அணைத்தபடி கண்களை மூடியுள்ளார்.,2
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2DCGTGSVHL9KM,292,image,A white bird with a yellow beak is standing.,மஞ்சள் நிற மூக்கு கொண்ட வெண்மை நிற கோழிக்குஞ்சு,4
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2DCGTGSVHL9KM,292,image,A woman lies does in a bed fully clothed.,தனது பாக்கெட்டுக்குள் ஏதேனும் ஒன்றை வைத்திருக்கும் மனநிலையில் படுக்கைக்குச் செல்கிறார்.,1
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2DCGTGSVHL9KM,292,gif,a man is performing a song into a microphone,அவர் நல்ல மற்றும் அழகான பாடுகிறார்,2
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2DCGTGSVHL9KM,292,image,A man with his arm raised stands over a flipped  table.,வீட்டின் வரவேற்பறையில் ஒரு பெண்ணின் அருகில் நின்று கொண்டு ஆண் ஒருவர் கைகளை உயர்த்தி கூச்சலிடுகிறார்.,1
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2DCGTGSVHL9KM,292,gif,a man is laying on a bed with white sheets.,ஒரு ஆண் படுக்கையில் உறங்கி கொண்டு இருக்கிறான்,2
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2DCGTGSVHL9KM,292,gif,a woman is holding her chin in her hand and smiling.,பெண் புன்னகையுடன் அழகாக இருக்கிறாள்,2
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2DCGTGSVHL9KM,292,image,A woman with a black beanie is holding a red cup.,ஒரு பெண் தன் தலையில் கருப்பு தொப்பி அணிந்துகொண்டு மற்றும் தலையை குனிந்தவண்ணம் சிரிக்கிறாள்,1
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2DCGTGSVHL9KM,292,image,A woman makes a gesture in front of a group of other women.,மேடை செயல்திறன் மற்றும் மதிப்பீட்டு பெண்,1
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2DCGTGSVHL9KM,292,gif,a man is unbuttoning his shirt and looking straight ahead,ஒருவன் சட்டையை கழற்றிக் கொண்டு இருக்கிறான்,3
3NZ1E5QA74EPA8K0O4M5P5II52HB5G,A2DCGTGSVHL9KM,292,image,A dark haired man and woman embrace each near a window.,வெள்ளை நிற சுவரின் பின்னணியில் ஆண் ஒருவர் பெண்ணை அணைத்தபடி கண்களை மூடியுள்ளார்.,4
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A2WI5DVHW58TY4,191,image,A woman in a black leather jacking is smiling.,பின்னால் இருந்து கட்டியணைக்க போகிறாள்,1
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A2WI5DVHW58TY4,191,gif,a girl is breaking an egg on her head.,அவள் தலையில் முட்டை போட்டு உடைக்கின்றாள்.,4
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A2WI5DVHW58TY4,191,image,A man sitting at a table is taking a drink from a wine glass.,அவர் மிகவும் இன்பமாக மது அருந்திக்கொண்டிக்கின்றார்,4
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A2WI5DVHW58TY4,191,gif,a man has a baby under his jacket.,அப்பாவின் ஜெர்க்கினில் குழந்தை உள்ளது,3
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A2WI5DVHW58TY4,191,gif,a woman is outside looking though a magnifying glass.,ஒரு பெண் புத்தக்கண்ணாடி வைத்து கொண்டுருக்கிறாள்,4
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A2WI5DVHW58TY4,191,gif,a man is taking off his shirt and throwing it down,ஒருவன் சட்டையை கழட்டுகின்றான் .,3
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A2WI5DVHW58TY4,191,image,A small dog wearing a red cape is riding a scooter.,இந்த நாய் மிக அழகாக தன்னுடைய சைக்கிளில் பார்வையாளர் முன்பு வலம் வருகிறது,4
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A2WI5DVHW58TY4,191,gif,two men are on a stage singing and dancing,"அவன் ஒலிபெருக்கியில் பேசுகிறான், அவள் நடனம் ஆடி கொண்டு இருக்கின்றாள் .",3
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A2WI5DVHW58TY4,191,image,Two young men are standing with a bright light shining on them.,கையில் ஒலிபெருக்கியுடன் மேடையில் இருவர்.,2
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A2WI5DVHW58TY4,191,image,A black man with a hat is leaning over another black person.,இரண்டு பெண்கள் ஒருவருக்கொருவர் விவாதிக்கிறார்கள்,1
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A111ZFNLXK1TCO,111,image,A woman in a black leather jacking is smiling.,பின்னால் இருந்து கட்டியணைக்க போகிறாள்,1
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A111ZFNLXK1TCO,111,gif,a girl is breaking an egg on her head.,அவள் தலையில் முட்டை போட்டு உடைக்கின்றாள்.,5
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A111ZFNLXK1TCO,111,image,A man sitting at a table is taking a drink from a wine glass.,அவர் மிகவும் இன்பமாக மது அருந்திக்கொண்டிக்கின்றார்,4
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A111ZFNLXK1TCO,111,gif,a man has a baby under his jacket.,அப்பாவின் ஜெர்க்கினில் குழந்தை உள்ளது,5
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A111ZFNLXK1TCO,111,gif,a woman is outside looking though a magnifying glass.,ஒரு பெண் புத்தக்கண்ணாடி வைத்து கொண்டுருக்கிறாள்,4
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A111ZFNLXK1TCO,111,gif,a man is taking off his shirt and throwing it down,ஒருவன் சட்டையை கழட்டுகின்றான் .,4
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A111ZFNLXK1TCO,111,image,A small dog wearing a red cape is riding a scooter.,இந்த நாய் மிக அழகாக தன்னுடைய சைக்கிளில் பார்வையாளர் முன்பு வலம் வருகிறது,2
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A111ZFNLXK1TCO,111,gif,two men are on a stage singing and dancing,"அவன் ஒலிபெருக்கியில் பேசுகிறான், அவள் நடனம் ஆடி கொண்டு இருக்கின்றாள் .",2
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A111ZFNLXK1TCO,111,image,Two young men are standing with a bright light shining on them.,கையில் ஒலிபெருக்கியுடன் மேடையில் இருவர்.,3
31JUPBOOSSHKAZPEDFI2FSOEJMWL8F,A111ZFNLXK1TCO,111,image,A black man with a hat is leaning over another black person.,இரண்டு பெண்கள் ஒருவருக்கொருவர் விவாதிக்கிறார்கள்,2
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A33Z442WJQ8ADC,99,gif,a young man is wearing headphones and sunglasses while blowing smoke.,அவர் புகை கொண்ட கண்ணாடி நல்லது,3
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A33Z442WJQ8ADC,99,gif,a man with dark hair and a mustache speaks.,அவன் பேசி கொண்டு இருக்கின்றான்,3
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A33Z442WJQ8ADC,99,gif,a woman is drinking alcohol right out of the bottle,ஒரு பெண் மது அறிந்து கொண்டிருக்கிறாள்,4
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A33Z442WJQ8ADC,99,gif,the men are dancing and performing on stage.,அனைவரும் நடனம் ஆடி கொண்டு இருக்கிறார்கள்,3
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A33Z442WJQ8ADC,99,gif,the two men are running on a track.,இரு ஆண்கள் பேசிக்கொண்டே ஓடுகிறார்கள்.,3
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A33Z442WJQ8ADC,99,gif,a woman holding a phone talks and sneers sneered,என் சோகம் என்னைச் சுற்றியுள்ளவர்களால் ஏற்படுகிறது,2
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A33Z442WJQ8ADC,99,gif,two men on stage are singing into microphones,இருவர் பாடல்கள் பாடிக்கொண்டு இருக்கிறார்கள்,2
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A33Z442WJQ8ADC,99,gif,this image is of a man lighting his cigarette with a match.,ஒருவன் புகை பிடிக்கிறான்,3
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A33Z442WJQ8ADC,99,gif,a young man with a microphone is waving his hands,அவன் மைக்கில் பேசி கொண்டிருக்கிறார்,4
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A33Z442WJQ8ADC,99,image,A young asian man is smiling and waving at the camera while seated in front of a microphone.,ஒரு வானொலி தொகுப்பாளர் உற்சாகமாக கையை அசைக்கிறார்.,3
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A2WI5DVHW58TY4,751,gif,a young man is wearing headphones and sunglasses while blowing smoke.,அவர் புகை கொண்ட கண்ணாடி நல்லது,1
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A2WI5DVHW58TY4,751,gif,a man with dark hair and a mustache speaks.,அவன் பேசி கொண்டு இருக்கின்றான்,3
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A2WI5DVHW58TY4,751,gif,a woman is drinking alcohol right out of the bottle,ஒரு பெண் மது அறிந்து கொண்டிருக்கிறாள்,3
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A2WI5DVHW58TY4,751,gif,the men are dancing and performing on stage.,அனைவரும் நடனம் ஆடி கொண்டு இருக்கிறார்கள்,3
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A2WI5DVHW58TY4,751,gif,the two men are running on a track.,இரு ஆண்கள் பேசிக்கொண்டே ஓடுகிறார்கள்.,4
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A2WI5DVHW58TY4,751,gif,a woman holding a phone talks and sneers sneered,என் சோகம் என்னைச் சுற்றியுள்ளவர்களால் ஏற்படுகிறது,1
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A2WI5DVHW58TY4,751,gif,two men on stage are singing into microphones,இருவர் பாடல்கள் பாடிக்கொண்டு இருக்கிறார்கள்,3
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A2WI5DVHW58TY4,751,gif,this image is of a man lighting his cigarette with a match.,ஒருவன் புகை பிடிக்கிறான்,3
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A2WI5DVHW58TY4,751,gif,a young man with a microphone is waving his hands,அவன் மைக்கில் பேசி கொண்டிருக்கிறார்,2
388FBO7J0W6PD5JH2WWBRXG5HWZNYX,A2WI5DVHW58TY4,751,image,A young asian man is smiling and waving at the camera while seated in front of a microphone.,ஒரு வானொலி தொகுப்பாளர் உற்சாகமாக கையை அசைக்கிறார்.,2
31ODACBEOZSDKGK0JIW3D5N95MQQS9,AERUGEPUVPX1R,696,gif,a man flips a tray of cookies in the air,ஒருவன் தட்டை தூக்கி வீசுகிறான்,4
31ODACBEOZSDKGK0JIW3D5N95MQQS9,AERUGEPUVPX1R,696,gif,a young woman is dancing and singing on a stage.,அவள் ஒலிபெருக்கியில் பாடி   நடனம் ஆடுகின்றாள்.,3
31ODACBEOZSDKGK0JIW3D5N95MQQS9,AERUGEPUVPX1R,696,gif,a woman is swinging on a rope in the desert.,ஒரு பெண் ஊஞ்சல் ஆகுகிறாள்,4
31ODACBEOZSDKGK0JIW3D5N95MQQS9,AERUGEPUVPX1R,696,gif,the woman is waving and blowing a kiss.,ஒரு பெண் பிளைன் கிஸ் கொடுகிறாள்,3
31ODACBEOZSDKGK0JIW3D5N95MQQS9,AERUGEPUVPX1R,696,gif,a woman with long hair is walking in a dress.,ஒருவள் ஓடி வருகிறாள்,2
31ODACBEOZSDKGK0JIW3D5N95MQQS9,AERUGEPUVPX1R,696,image,A boy falls down in front of a band.,ஒரு குழந்தை போல அயர்ந்து தூங்குகின்றார்.,1
31ODACBEOZSDKGK0JIW3D5N95MQQS9,AERUGEPUVPX1R,696,image,A man is riding a motorcycle in front of the blue sky.,ஒரு மனிதர் கருப்பு வண்ண குளிர் கண்ணாடி அணிந்து கொண்டு தன்னுடைய இரு சக்கர வாகனத்தில் சாலையில் விரைந்து செல்கிறார்.,4
31ODACBEOZSDKGK0JIW3D5N95MQQS9,AERUGEPUVPX1R,696,image,A  man in a blue shirt has his fist and arm raised over his head,ஒரு மனிதன் கோபமடைந்து எதிர் எதிர்வினைக்கு வெறித்துப் பார்க்கிறான் .,2
31ODACBEOZSDKGK0JIW3D5N95MQQS9,AERUGEPUVPX1R,696,gif,a woman gets out of a car and is helped by a man.,ஒருவள் காரில் இருந்து இறங்குகிறாள்,3
31ODACBEOZSDKGK0JIW3D5N95MQQS9,AERUGEPUVPX1R,696,image,A woman wearing leopard print dress and a white jacket is walking forward.,நீண்ட வெள்ளை மேல் உடுப்பு அணிந்த ஒரு பெண் புகைப்படக்காரரை நோக்கி நடந்து செல்கிறாள்.,3
31ODACBEOZSDKGK0JIW3D5N95MQQS9,A111ZFNLXK1TCO,178,gif,a man flips a tray of cookies in the air,ஒருவன் தட்டை தூக்கி வீசுகிறான்,3
31ODACBEOZSDKGK0JIW3D5N95MQQS9,A111ZFNLXK1TCO,178,gif,a young woman is dancing and singing on a stage.,அவள் ஒலிபெருக்கியில் பாடி   நடனம் ஆடுகின்றாள்.,2
31ODACBEOZSDKGK0JIW3D5N95MQQS9,A111ZFNLXK1TCO,178,gif,a woman is swinging on a rope in the desert.,ஒரு பெண் ஊஞ்சல் ஆகுகிறாள்,2
31ODACBEOZSDKGK0JIW3D5N95MQQS9,A111ZFNLXK1TCO,178,gif,the woman is waving and blowing a kiss.,ஒரு பெண் பிளைன் கிஸ் கொடுகிறாள்,4
31ODACBEOZSDKGK0JIW3D5N95MQQS9,A111ZFNLXK1TCO,178,gif,a woman with long hair is walking in a dress.,ஒருவள் ஓடி வருகிறாள்,1
31ODACBEOZSDKGK0JIW3D5N95MQQS9,A111ZFNLXK1TCO,178,image,A boy falls down in front of a band.,ஒரு குழந்தை போல அயர்ந்து தூங்குகின்றார்.,1
31ODACBEOZSDKGK0JIW3D5N95MQQS9,A111ZFNLXK1TCO,178,image,A man is riding a motorcycle in front of the blue sky.,ஒரு மனிதர் கருப்பு வண்ண குளிர் கண்ணாடி அணிந்து கொண்டு தன்னுடைய இரு சக்கர வாகனத்தில் சாலையில் விரைந்து செல்கிறார்.,2
31ODACBEOZSDKGK0JIW3D5N95MQQS9,A111ZFNLXK1TCO,178,image,A  man in a blue shirt has his fist and arm raised over his head,ஒரு மனிதன் கோபமடைந்து எதிர் எதிர்வினைக்கு வெறித்துப் பார்க்கிறான் .,1
31ODACBEOZSDKGK0JIW3D5N95MQQS9,A111ZFNLXK1TCO,178,gif,a woman gets out of a car and is helped by a man.,ஒருவள் காரில் இருந்து இறங்குகிறாள்,2
31ODACBEOZSDKGK0JIW3D5N95MQQS9,A111ZFNLXK1TCO,178,image,A woman wearing leopard print dress and a white jacket is walking forward.,நீண்ட வெள்ளை மேல் உடுப்பு அணிந்த ஒரு பெண் புகைப்படக்காரரை நோக்கி நடந்து செல்கிறாள்.,3
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,A2KANCG6BVWYRE,223,image,A woman has her mouth open and her left hand over her head.,இளம்பெண் தனது மன நிலையை வெளிப்படுத்துகிறார்,1
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,A2KANCG6BVWYRE,223,gif,a woman is walking across the stage and giving people high fives.,அவள் நண்பர்களுடனும் கைதட்டலுடனும் ரசிக்கிறாள்,3
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,A2KANCG6BVWYRE,223,image,A man with dark hair and a mustache has a worried look on his face.,இவர் தன் முகம் மலர தன் நினைவை தன் வார்த்தையால் விவரித்துக் கொண்டு  இருக்கிறார்.,2
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,A2KANCG6BVWYRE,223,gif,a man is in the back of a car smoking his cigarette,ஒருவன் புகைத்துக் கொண்டு இருக்கிறான்,4
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,A2KANCG6BVWYRE,223,image,A black man taking a selfie.,ஒருவர் வாகனத்தின் உள்ளே கைபேசியை திறக்க முயல்கின்றார்,2
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,A2KANCG6BVWYRE,223,gif,an angry young man flips over a coffee table.,அவன் மேசையை தூக்கி போடுகிறான்.,5
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,A2KANCG6BVWYRE,223,image,One cat is hiding under a chair while under cat is stuck in a bag.,நாற்காலிகளுக்கு நடுவில் விளையாடும் பூனைகள்.,3
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,A2KANCG6BVWYRE,223,image,A man in a dark shirt is smiling and holding a gun.,ஒருவர் கையில் துப்பாக்கி வைத்து கொண்டு சிரிக்கிறார்.,4
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,A2KANCG6BVWYRE,223,image,a guy with a kitten on his head looking at another cat.,நான் தான் பெரியவன் என்று நபரின் தலை மேல் இருக்கும் குட்டி பூனை.,2
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,A2KANCG6BVWYRE,223,gif,"a woman, wearing a leopard print dress and long white coat, walks forward.",ஒருவள் நடந்து கொண்டு வருகிறாள்,4
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,AERUGEPUVPX1R,974,image,A woman has her mouth open and her left hand over her head.,இளம்பெண் தனது மன நிலையை வெளிப்படுத்துகிறார்,2
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,AERUGEPUVPX1R,974,gif,a woman is walking across the stage and giving people high fives.,அவள் நண்பர்களுடனும் கைதட்டலுடனும் ரசிக்கிறாள்,3
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,AERUGEPUVPX1R,974,image,A man with dark hair and a mustache has a worried look on his face.,இவர் தன் முகம் மலர தன் நினைவை தன் வார்த்தையால் விவரித்துக் கொண்டு  இருக்கிறார்.,1
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,AERUGEPUVPX1R,974,gif,a man is in the back of a car smoking his cigarette,ஒருவன் புகைத்துக் கொண்டு இருக்கிறான்,3
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,AERUGEPUVPX1R,974,image,A black man taking a selfie.,ஒருவர் வாகனத்தின் உள்ளே கைபேசியை திறக்க முயல்கின்றார்,2
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,AERUGEPUVPX1R,974,gif,an angry young man flips over a coffee table.,அவன் மேசையை தூக்கி போடுகிறான்.,4
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,AERUGEPUVPX1R,974,image,One cat is hiding under a chair while under cat is stuck in a bag.,நாற்காலிகளுக்கு நடுவில் விளையாடும் பூனைகள்.,3
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,AERUGEPUVPX1R,974,image,A man in a dark shirt is smiling and holding a gun.,ஒருவர் கையில் துப்பாக்கி வைத்து கொண்டு சிரிக்கிறார்.,4
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,AERUGEPUVPX1R,974,image,a guy with a kitten on his head looking at another cat.,நான் தான் பெரியவன் என்று நபரின் தலை மேல் இருக்கும் குட்டி பூனை.,3
3XJOUITW9Z4EZGXF8I1TNAJV754QTY,AERUGEPUVPX1R,974,gif,"a woman, wearing a leopard print dress and long white coat, walks forward.",ஒருவள் நடந்து கொண்டு வருகிறாள்,2
3P520RYKDMJ467T6OV30UVA6UNO5UR,A2WI5DVHW58TY4,579,gif,a man wearing a white hat is waving.,ஒருவன் கை அசைத்து புகைத்து கொண்டு இருக்கிறான்,2
